action,match_key,display_name,sources,status,remark
HOLD_LEGACY_NOT_IN_CURRENT,aonauchnoissledovatelskiiinstitutpromyshlennogotelevideniyarastr,AO Nauchno Issledovatelskii Institut Promyshlennogo Televideniya Rastr,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aonauchnoissledovatelskiiiproektno-tekhnologicheskiiinstitutelektrougolnykh,AO Nauchno Issledovatelskii I Proektno-Tekhnologicheskii Institut Elektrougolnykh,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aonauchnoproizvodstvennoeobedinenieizmeritelnoitekhniki,AO Nauchno Proizvodstvennoe Obedinenie Izmeritelnoi Tekhniki,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aonauchnyytsentrelins,AO Nauchnyy Tsentr Elins,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoniielektronno-mekhanicheskikhpriborov,AO NII Elektronno-Mekhanicheskikh Priborov,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoniitm,AO NIITM,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aonpppulsar,AO NPP Pulsar,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aonpptsifrovyeresheniya,AO NPP Tsifrovye Resheniya,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoobninskoenpptekhnologiyaim.a.g.romashina,AO Obninskoe NPP Tekhnologiya IM. A.G. Romashina,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aookbelektroavtomatika,AO OKB Elektroavtomatika,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoonpptekhnologiyaim.a.g.romashina,AO ONPP Tekhnologiya IM. A.G. Romashina,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aopapilon,AO Papilon,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aopenzenskiynauchno-issledovatelskiyelektrotekhnicheskiyinstitut,AO Penzenskiy Nauchno-Issledovatelskiy Elektrotekhnicheskiy Institut,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoplasma,AO Plasma,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoposever,AO PO Sever,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoproizvodsvennoeobedinenieuralskiiopitko-mekhanicheskiizavod,AO Proizvodsvennoe Obedinenie Uralskii Opitko-Mekhanicheskii Zavod,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoproton,AO Proton,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,aoradiopriborsnab,AO Radiopriborsnab,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoradiopriborsnab.,AO Radiopriborsnab.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aorfk-bankbank,AO RFK -BANK Bank,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aort-techpriemka,AO RT-Techpriemka,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aorubin,AO Rubin,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoryazanskizavodmetallokeramicheskikhpriborov,AO Ryazanski Zavod Metallokeramicheskikh Priborov,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoscientificresearch,AO Scientific Research,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoscientificresearchinstituteofelectronics,AO Scientific Research Institute of Electronics,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoset-1,AO Set-1,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoskakbars,AO SK Ak Bars,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aoskbturbina,AO SKB Turbina,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aospetsialnoekonstrucktorskoebyuroturbina,AO Spetsialnoe Konstrucktorskoe Byuro Turbina,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aospetsialnoekonstruktorskoebyurovychislitelnoitekhniki,AO Spetsialnoe Konstruktorskoe Byuro Vychislitelnoi Tekhniki,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aospetsialnoeproektno-konstruktorskoebyurosredstvupravleniya,AO Spetsialnoe Proektno-Konstruktorskoe Byuro Sredstv Upravleniya,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aosudostroyitelnayakorporatsiyaakbars,AO Sudostroyitelnaya Korporatsiya Ak Bars,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aosvetlanapoluprovodniki,AO Svetlana Poluprovodniki,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"aotmkb""soyuz""tacticalmissilecorporation","Tactical Missile Corporation, AO TMKB “Soyuz”",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aotsentrnauchno-tekhnicheskikhuslugdinamika,AO Tsentr Nauchno-Tekhnicheskikh Uslug Dinamika,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aotsentrtekhnologiisudostroyeniyaisudoremonta,AO Tsentr Tekhnologii Sudostroyeniya i Sudoremonta,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aotsntudinamika,AO TsNTU Dinamika,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"aoupkb""detal",AO UPKB “Detal”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aovmpavitek,AO VMP Avitek,OFAC;経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,aovologodskyoptikomekhanicheskyzavod,AO Vologodsky Optiko Mekhanichesky Zavod,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aovomz,AO VOMZ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aovoronezhskyzavodpoluprovodnikovykhpriborov-sborka,AO Voronezhsky Zavod Poluprovodnikovykh Priborov-Sborka,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aovserossiyskiynauchno-issledovatelskiyinstitutradiotekhniki,AO Vserossiyskiy Nauchno-Issledovatelskiy Institut Radiotekhniki,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aovserossiyskiynauchno-issledovatelskiyinstitutsignal,AO Vserossiyskiy Nauchno-Issledovatelskiy Institut Signal,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aovzpp-s,AO VZPP–S,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aozelenogradskinanotekhnologicheskitsentr,AO Zelenogradski Nanotekhnologicheski Tsentr,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aozntts,AO ZNTTs,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ao科学製造センタ-・ヴィグスタル,AO科学製造センター・ヴィグスタル,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ap-voskhod,AP-Voskhod,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,apヴォスホ-ド,AP ヴォスホード,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,argonscientific-researchinstitutejsc,Argon Scientific-Research Institute JSC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,argutooo,Argut OOO,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,arizaigidaticaretlimitedsirketi,Arizai Gida Ticaret Limited Sirketi,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,armedforcesofbelarus,Armed Forces of Belarus,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,armedforcesofrussia,Armed Forces of Russia,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,armyofbelarus,Army of Belarus,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,armyofrussia,Army of Russia,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,arsenalmachinebuildingplantojsc,Arsenal Machine Building Plant OJSC,OFAC;経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,artlogisticsllc,Art Logistics LLC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,artoflogisticsllc,Art of Logistics LLC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,arzamasscientificproductionenterprisetempavi,Arzamas Scientific Production Enterprise Temp Avi,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,arzamscientificproductionenterprisetempavia,Arzam Scientific Production Enterprise Temp Avia,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aseco.,ASE CO.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,asiapacificlinksltd,Asia Pacific Links Ltd,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,askjsc,ASK JSC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,astgozllc,AST GOZ LLC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ate-engineeringllc,ATE-Engineering LLC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"automatedprocurementsystemforstatedefenseorders,llc","Automated Procurement System for State Defense Orders, LLC",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,autonomousnon-profitorganizationforhighereducationskolkovoinstituteof,Autonomous Non-Profit Organization for Higher Education Skolkovo Institute of,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,avangardjsc,Avangard JSC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,avant-spacellc,Avant-Space LLC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,avant-speis,AVANT-SPEIS,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,avantspacepropulsionsystems,Avant Space Propulsion Systems,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,avantspacesystems,Avant Space Systems,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,avia,AVIA”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aviaremont,Aviaremont,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aviationholdingcompanyakhk24912sukhoi,Aviation Holding Company AKhK24912 Sukhoi,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,aviationholdingcompanyakhksukhoi,Aviation Holding Company AKhK Sukhoi,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,avicleihuaelectronictechnologyresearchinstitute,AVIC Leihua Electronic Technology Research Institute,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,avicresearchinstituteforspecialstructuresofaeronauticalcomposites,AVIC Research Institute for Special Structures of Aeronautical Composites,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,avtomatika,Avtomatika,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,azovopticalandmechanicalplanttacticalmissilecorporation,"Tactical Missile Corporation, Azov Optical and Mechanical Plant",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,baikalelectronics,Baikal Electronics,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"baimtecmaterialco.,ltd.","Baimtec Material Co., Ltd.",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,bankcenterforinternationalsettlementsllc,Bank Center for International Settlements LLC,OFAC;経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(特定銀行)／経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,banktsentrmezhdunarodnykhraschetovobshchestvosogranichennoiotvetstvennostyu,Bank Tsentr Mezhdunarodnykh Raschetov Obshchestvo s Ogranichennoi Otvetstvennostyu,OFAC;経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(特定銀行)／経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,beeinsaat,Bee Insaat,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,beeinsaatmimarlikanonimsirketi,Bee Insaat Mimarlik Anonim Sirketi,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,beeinsaatmimarlikas,Bee Insaat Mimarlik AS,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,beei̇nșaatmimarlika.ș,Bee İnșaat Mimarlik A.Ș,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,beei̇nșaatmimarlika.ș.,Bee İnșaat Mimarlik A. Ș.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,beei̇nșaatmimarlikanonimșirketi,Bee İnșaat Mimarlik Anonim Șirketi,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,beijingaeronauticalmanufacturingtechnologyresearchinstitute(bamtri),Beijing Aeronautical Manufacturing Technology Research Institute (BAMTRI),経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,beijingaerospaceautomaticcontrolinstitute(bicd),Beijing Aerospace Automatic Control Institute (BICD),経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"beijingalitetechnologiesco.,ltd.(alco)","Beijing Alite Technologies Co., Ltd. (ALCO)",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,beijingautomationcontrolequipmentinstitute(bacei),Beijing Automation Control Equipment Institute (BACEI),経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,beijingchengxingtradingco.ltd.,BEIJING CHENGXING TRADING CO. LTD.,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,"beijingchinatankindustryco.,ltd.","Beijing China Tank Industry Co., Ltd.",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,beijinginstituteofstructureandenvironmentalengineering(bise),Beijing Institute of Structure and Environmental Engineering (BISE),経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,beijinginstituteoftechnology,Beijing Institute of Technology,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,beijingpowermachineryinstitute,Beijing Power Machinery Institute,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"beijingshinynightstechnologydevelopmentco.,ltd.","BEIJING SHINY NIGHTS TECHNOLOGY DEVELOPMENT CO., LTD.",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"beijingstarnetotechnologyco.,ltd.","Beijing Starneto Technology Co., Ltd.",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"beijingtianhaiindustryco.,ltd.","Beijing Tianhai Industry Co., Ltd.",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"beijingunistrongscience&technologyco.,ltd.","Beijing UniStrong Science & Technology Co., Ltd.",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,beijinguniversityofaeronauticsandastronautics(buaa),Beijing University of Aeronautics and Astronautics (BUAA),経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,belomoholding,BelOMO Holding,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,belspetsvneshtechnikasftue,Belspetsvneshtechnika SFTUE,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,beltechexportcjsc,Beltechexport CJSC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,bemz,BEMZ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,biongroupicvedisticaretlimited,Bion Group Ic Ve Dis Ticaret Limited,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,biongroupi̇çvedișticaretlimitedșirketi,Bion Group İç Ve Di ș Ticaret Limited Șirketi,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,biongroupltdsti,Bion Group Ltd Sti,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,biongroupltdsti.,Bion Group Ltd Sti.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,biontradegrouplimited,Bion Trade Group Limited,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,branchofaocompanysukhoiyurigagarinkomsomolskonamuraircraftplant,Branch of AO Company Sukhoi Yuri Gagarin Komsomolsk on Amur Aircraft Plant,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,branchofpaoil-aviastar,Branch of PAO IL – Aviastar,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,branchofpaouec-saturnomskmotor-manufacturingdesignbureau,Branch of PAO UEC-Saturn Omsk Motor-Manufacturing Design Bureau,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,branchofrskmignizhnynovgorodaircraftconstructionplantsokol,Branch of RSK MiG Nizhny Novgorod Aircraft Construction Plant Sokol,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,branchofrskmigp.a.voroninlukhovitskyaviationplant,"P.A. Voronin Lukhovitsky Aviation Plant, branch of RSK MiG",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,branchofuec-saturna.lyulkiscienceandtechnologycenter,Branch of UEC-Saturn A. Lyulki Science and Technology Center,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,branchofuec-umpolytkarinomachine-buildingplant,Branch of UEC-UMPO Lytkarino Machine-Building Plant,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,bsvt,BSVT,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,bsvt-newtechnologies,BSVT-New Technologies,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,bsvt-nt,BSVT-NT,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,bsvt新技術,BSVT新技術,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,caim,CAIM,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,catalanolimited,Catalano Limited,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,centerfortechnologicalcompetenciesinradiophtonics,Center for Technological Competencies in Radiophtonics,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,centralaerohydrodynamicinstitute,Central Aerohydrodynamic Institute,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,centraldesignbureauofheavymachinebuildingsputskbtm,Central Design Bureau of Heavy Machine Building SPU TsKB TM,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,centralresearchanddevelopmentinstitutetsiklon,Central Research and Development Institute Tsiklon,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"centralresearchinstitute""gidropribor",Central Research Institute “Gidropribor”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,centralresearchinstitutecyclonejsc,Central Research Institute Cyclone JSC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"certifiedengineeringcenter,ltd","Certified Engineering Center, Ltd",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,cet-1jsc,Cet-1 JSC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,cgst,CGST,経産省,有効,制裁リスト（経産省）
